viewId,viewName,calories,carbohydrate,fat,protein,vitamine,vta,vtc,vte,carotene,thiamine,riboflavin,yansuan,cholesterol,mg,ca,iron,zinc,copper,mn,k,p,na,se,source,kind
2445,°×ÊõºñÆÓÌÀ,201.71,68.06,3.06,5.04,29.64,19.43,19.79,2.99,116.71,0.05,0.38,1.21,0,245.79,555.93,15.81,4.13,0.92,1.38,105.71,46.07,105.1,4.07,book:³¦Î¸,1
2446,²ÎÐëÂó¶¬²è,252.38,62.07,0.06,1.97,1.05,0,11.08,0,0,0.02,0.04,0.43,0,27.23,15.62,1.15,0.39,0.16,0.22,314.23,37.54,5.16,0.12,book:³¦Î¸,1
2447,Éú½ª³ÂÆ¤Ë®,159.5,44.65,1,4.65,11.7,48,5.5,3.37,289,0.01,0.24,1.45,0,78.5,54.5,5.35,0.67,0.48,1.97,240.5,55,17.95,2.48,book:³¦Î¸,1
2448,¹é²ÎÖíÐÄÌÀ,119,1.1,5.3,16.6,0,13,4,0.74,0,0.19,0.48,6.8,151,17,12,4.3,1.9,0.37,0.05,260,189,71.2,14.94,book:³¦Î¸,1
2449,°×ÊõÜòÜßöêÓãÌÀ,108.89,11.97,3.31,15.25,7.46,16.11,0.12,0.71,7.16,0.04,0.1,2.26,114.04,38.67,71.11,2.14,1.76,0.11,0.19,262.86,173.6,381.43,13.04,book:³¦Î¸,1
2450,ºìÔæÄ¾ÏãÖà,266.06,57.97,0.65,8.1,1.05,14.55,88.36,0.71,87.27,0.02,0.08,1.91,0,16.42,13.03,3.53,0.97,0.34,1.18,166.12,72.7,13.53,3.09,book:³¦Î¸,1
2451,Èâ¹ðÄÏ¹ÏÌÀ,52.41,8.14,1.57,1.82,0.39,83.03,4.35,0.27,432.04,0.03,0.09,0.26,6.99,9.11,56.61,0.38,0.27,0.03,0.06,121.36,45.97,170.49,1.15,book:³¦Î¸,1
2452,Å£ÄÌÕô¼¦µ°,73.69,3.27,4.42,5.25,0,69.94,0.78,0.57,0,0.05,0.17,0.12,11.72,10.78,93.5,0.67,0.57,0.05,0.03,118.84,85.47,57.83,4.65,book:³¦Î¸,1
2453,ÓñÃ×Ö­Ë¦¼¦µ°,106.46,14.72,2.97,4.3,1.5,39,0,0.31,0,0.02,0.04,0.03,0,1.67,9.33,0.33,0.18,0.02,0.01,25.67,21.67,21.92,2.39,book:³¦Î¸,1
2454,Ã×ÌÀ,346,72.4,0.9,12.7,0.6,0,0,0.7,0,0,0.08,2.6,0,12,8,5.1,0.69,0.52,1.75,49,106,21.5,4.6,book:³¦Î¸,1
2455,É½Ò©Ð¡Ã×Öà,188.89,39.97,1.24,5.47,1.04,7.33,2.78,1.42,44.44,0.14,0.05,0.96,0,48.11,23.44,2.43,0.85,0.37,0.56,218.44,107,14.16,2.4,book:³¦Î¸,1
2456,Ïã¹½ÓÍ²Ë,22.63,4.27,0.43,1.92,1.57,71.39,25.29,0.61,429.77,0.03,0.1,1,0,22.12,77.26,1.13,0.42,0.07,0.29,162.98,44.54,531.68,1.19,book:³¦Î¸,1
2457,¿à¹Ï¼¦Æ¬,70.14,4.65,3.08,6.85,0.9,26.28,35.9,0.76,64.1,0.04,0.05,2.07,33.97,17.73,12.37,0.96,0.58,0.06,0.12,244.83,72.76,525.96,4.02,book:³¦Î¸,1
2458,Õôµ°¸þ,169.74,2.65,12.06,12.55,0,220.75,0,1.74,0,0.1,0.25,0.19,0,9.47,53.25,1.91,1.04,0.14,0.04,145.55,122.64,865.77,13.55,book:³¦Î¸,1
2459,ÇåÕô»Æ»¨Óã,100.87,0.91,3.32,16.76,0.04,9.81,0.2,1.65,2.17,0.03,0.1,1.81,81.29,37.5,50.88,0.72,0.56,0.04,0.06,250.02,165.14,411.21,40.26,book:³¦Î¸,1
2460,ÂóÆ¬Öà,351,67.3,7.4,12.4,8.6,0,0,1.45,0,0.2,0.06,4.5,0,108,8,4.2,2.15,0.44,3.06,306,339,20.9,6.13,book:³¦Î¸,1
2461,»¬ÁïÓãÆ¬,114.5,12.77,3.49,11.46,3.44,21.4,1.37,2.47,18.16,0.06,0.13,1.89,46.04,39.51,54.69,11.18,0.95,0.13,1.05,311.08,157.51,378.09,4.96,book:³¦Î¸,1
2462,ËâÈØ¿ÕÐÄ²Ë,27.58,4.02,0.35,2.37,1.51,234.65,23.52,1.08,2.33,0.03,0.08,0.78,0,28.57,97.34,2.25,0.42,0.11,0.66,242.21,41.74,504.59,1.3,book:³¦Î¸,1
2463,´×ëçÅº,181.12,15.45,12.65,1.32,0,0,0,0,0,0.02,0.03,0.9,0,8.62,14.12,3.9,0.82,0.05,1.9,221.38,60.38,5077.94,1.69,book:³¦Î¸,1
2464,Ä¾¶ú»âË¿¹Ï,41.34,10.78,0.39,2.08,3.37,14.88,4.51,1.21,89.12,0.03,0.08,0.59,0,23.95,38.92,8.99,0.48,0.09,0.86,169.88,51.98,282.81,1.11,book:³¦Î¸,1
2465,Ïã¹½³´²Ë»¨,29.97,5.14,0.77,2.08,1.48,4.46,50.86,0.36,26.77,0.03,0.08,0.79,0,17,20.02,1,0.41,0.06,0.21,172.27,46.93,243.77,0.98,book:³¦Î¸,1
2466,´Ð°×Öà,279.37,58.49,0.76,10.35,0.68,1.59,2.7,0.6,9.52,0,0.07,2.14,0,12.63,12,4.21,0.62,0.43,1.45,62.41,90.16,1889.78,3.8,book:³¦Î¸,1
2467,öêÓã¶¹¸¯ÌÀ,101.67,4.62,3.46,13.18,0.19,13.9,0.8,1.27,20.52,0.04,0.07,1.66,80.25,34.89,101.74,1.49,1.56,0.14,0.24,226.56,157.16,513.99,9.58,book:³¦Î¸,1
2468,ºúÂÜ²·³´ÈâË¿,72.99,6.15,2.39,6.71,0.7,395.22,7.79,0.41,3.94,0.16,0.06,1.91,15.71,21.63,23.3,1.34,0.84,0.1,0.24,216.55,75.19,667.31,1.94,book:³¦Î¸,1
2469,Ö¥ÂéÖà,384.33,62,11.06,12.76,3.51,0,0.33,11.67,0,0.15,0.11,3.06,0,72.67,179.11,8.56,1.86,0.74,5.14,115.33,185.67,16.21,4.13,book:³¦Î¸,1
2470,Çå³´ÓãÆ¬,98.88,4.93,2.95,14.87,1.8,21.69,5.25,1.65,35.43,0.04,0.08,2.17,77.95,28.43,57.45,6.35,1.13,0.08,0.6,284.22,170.03,461.26,12.66,book:³¦Î¸,1
2471,É½Ò©Ïã¹½¼¦,99.63,7.61,3.93,9.04,0.6,20.73,2.11,0.37,8.13,0.04,0.06,2.63,43.09,23.14,13.35,1.08,0.66,0.14,0.13,204.14,89.87,746.86,5.28,book:³¦Î¸,1
2472,³´Ã×Ã×Öà,346,72.4,0.9,12.7,0.6,0,0,0.7,0,0,0.08,2.6,0,12,8,5.1,0.69,0.52,1.75,49,106,21.5,4.6,book:³¦Î¸,1
2473,Þ²Ã×É½é«Öà,303.71,63.69,1.49,9.8,1.41,0,0,0.93,0,0.06,0.08,1.82,0,30.95,16.1,3.47,0.81,0.33,1.23,91.43,112.62,11.36,3.09,book:³¦Î¸,1
2474,ÀÃÃæÌõ,269.6,50.95,2.82,10.36,0.81,8.8,0,2.4,0,0.15,0.07,1.59,22.2,37,15.53,3.68,1.81,0.14,0.69,152.6,140.4,112.47,9.58,book:³¦Î¸,1
2475,Ë®ÖóÄÛ¼¦µ°,137.02,2.83,8.31,12.63,0,220.75,0,1.74,0,0.1,0.26,0.24,0,9.96,53.89,2.13,1.09,0.15,0.16,158.79,126.26,875.66,13.64,book:³¦Î¸,1
2476,ÈâË¿³´»Æ¹Ï,135.57,4.52,11.3,4.18,0.43,104.34,6.65,0.41,48.35,0.08,0.07,1.16,21.28,16.42,20.14,1.01,0.7,0.06,0.09,139.62,62.79,418.23,3.51,book:³¦Î¸,1
2477,Òø¶úÜ½ÈØ¼¦Æ¬,158.28,7.15,7.5,15.54,3.9,31.79,0,0.59,0,0.05,0.14,4.32,67.95,21.61,12.34,1.74,1.09,0.07,0.05,385.92,150.51,567.89,9.05,book:³¦Î¸,1
2478,É½Ò©ºìÔæ¸þ,98.38,23.91,0.25,1.43,1.41,23.74,138.62,0.54,143.26,0.06,0.06,0.64,0,22.54,19.3,0.84,0.97,0.14,0.23,300.51,27.48,8.58,0.69,book:³¦Î¸,1
2479,±â¶¹Þ²Ã×Öà,335.82,66.2,2.28,13.9,3.69,0,0,1.49,0,0.18,0.12,2.02,0,80.91,37.45,4.08,1.46,0.39,1.46,337.73,209.09,8.01,3.14,book:³¦Î¸,1
2480,ÊÖËº°ü²Ë,29.51,4.46,0.58,1.94,2.27,11.54,37.74,0.72,1.32,0.04,0.04,0.45,0,18.13,53.73,0.94,0.48,0.06,0.51,151.59,35.88,363.97,0.95,book:³¦Î¸,1
2481,ÂÜ²·ìÀÅ£ëî,30.68,6.54,0.21,1.52,1.51,3.8,17.33,0.75,23.94,0.02,0.04,0.4,0,24.69,35.02,1.09,0.35,0.06,0.35,172.05,35.37,999.86,0.75,book:³¦Î¸,1
2482,É½é«¼¦ÄÚ½ðÖà,227.43,52.04,0.57,3.91,1.67,0,0,0.48,0,0.08,0.04,0.63,0,16.29,5.52,0.53,0.69,0.09,0.65,46.29,57.76,1.24,1.21,book:³¦Î¸,1
2483,É½é«ÂóÑ¿ºìÌÇË®,211.38,48.52,0.71,4.94,5.14,0,0,0.68,0,0.15,0.04,1.6,0,10.12,37.5,2.26,0.98,0.19,1.23,141.62,125.88,5.49,2.13,book:³¦Î¸,1
2484,·¬ÇÑÝ©Üù,127.23,28.39,0.48,3.25,0.87,2.19,5.11,0.6,14.6,0.02,0.02,0.76,0,11.01,5.9,0.81,0.28,0.07,0.1,254.38,38.28,246.13,0.59,book:³¦Î¸,1
2486,ÍÁ¶¹·äÃÛÖ­,98.27,21.87,0.35,1.85,0.64,4.55,24.82,0.31,0,0.07,0.04,1.01,0,21.09,7.64,0.82,0.37,0.11,0.13,313.45,36.64,2.48,0.72,book:³¦Î¸,1
2487,ÜÔÀò»¨²è,281,40.4,1.2,27.1,17.7,885,26,12.73,0,0.06,0.17,0,0,192,454,17.8,3.98,2.08,16.95,1643,338,8,8.53,book:³¦Î¸,1
2488,ÎÞ»¨¹ûÌÇË®,107.14,25.27,0.09,1.3,2.57,4.29,1.71,1.56,0,0.03,0.02,0.11,0,14.86,58.29,0.11,1.23,0.01,0.16,182,15.86,5,0.63,book:³¦Î¸,1
2489,¾Â²Ë³´ÍÁ¶¹Ë¿,63.76,13.6,0.25,2.08,0.86,57.2,25.93,0.48,320.53,0.07,0.05,1.02,0,23.39,15.99,1.01,0.39,0.11,0.23,317.92,39.54,183.3,0.92,book:³¦Î¸,1
2490,ÏãÓÍ·äÃÛ²è,513.33,50.47,34.5,0.27,0,0,2,0,0,0,0.03,0.07,0,1.33,2.67,0.67,0.25,0.02,0.05,18.67,2,0.2,0.1,book:³¦Î¸,1
2491,Å£ÄÌ·äÃÛÒû,59.24,4.82,3.17,2.95,0,23.53,1.04,0.21,0,0.03,0.14,0.1,14.71,10.82,102.04,0.31,0.42,0.02,0.03,107.41,71.63,36.48,1.9,book:³¦Î¸,1
2492,ÎÞ»¨¹ûÒ¶ºìÌÇÒû,169,40.87,0.07,1.23,2,3.33,1.33,1.21,0,0.02,0.01,0.17,0,29.33,97,0.8,1.06,0.06,0.2,221.33,15.67,9.77,1.85,book:³¦Î¸,1
2493,´óËâ²è,105,23,0.17,3.77,0.92,4.17,5.83,0.89,25,0.03,0.05,0.5,0,18,32.83,1.02,0.74,0.18,0.26,252.67,97.67,16.98,2.59,book:³¦Î¸,1
2494,»¨ÉúÅ£ÄÌ·äÃÛÖ­,173.5,13.42,10.4,6.61,0.98,18.04,1.39,3.38,0,0.15,0.13,3.28,10.71,39.86,81.68,0.7,0.79,0.19,0.25,185.68,110.32,27.25,2.11,book:³¦Î¸,1
2495,Ð¡°×²ËÖ­,22.04,4.5,0.29,1.44,1.06,269.23,26.92,0.67,1615.38,0.02,0.09,0.68,0,17.38,87.08,1.85,0.5,0.08,0.27,171.46,34.67,826.69,1.15,book:³¦Î¸,1
2496,±â¶¹·ðÊÖÖà,299.11,59.31,0.46,14.8,3.29,2.56,0.89,1.28,0,0.19,0.25,1.74,0,57.11,67.67,9.03,1.5,0.65,1.14,246.67,152.67,2.2,15.49,book:³¦Î¸,1
2497,½ª¾ÂÅ£ÄÌ¸þ,40.05,4.3,1.74,2.63,0.8,124.67,12.1,0.56,679.52,0.02,0.11,0.47,7.14,19.24,70.81,0.97,0.42,0.05,0.37,183.57,54.05,22.28,1.61,book:³¦Î¸,1
2498,öêÓãË¿¹ÏÌÀ,74.01,4.56,1.68,10.44,0.28,16,1.97,0.48,36.81,0.03,0.07,1.62,75.44,29.23,51.66,0.98,1.22,0.07,0.1,216.59,124.45,253.2,8.69,book:³¦Î¸,1
45,´×ÁïÍÁ¶¹Ë¿,583.99,38.53,46.06,3.9,1.95,8.05,0.2,4.97,2.72,0.09,0.05,6.13,0.0,33.6,13.91,1.31,1.39,0.27,0.28,601.08,86.34,362.18,0.45,²»Ñø³¦Î¸,0
66,ºìÉÕÈâ,478.01,5.01,47.07,7.5,0.05,8.6,0.19,0.24,1.41,0.07,0.05,1.97,83.39,29.35,15.22,1.65,1.34,0.05,0.17,194.53,92.59,620.74,2.9,²»Ñø³¦Î¸,0
299,¹øÌùÈâ,535.33,3.73,54.44,8.12,0.47,41.87,0.76,6.11,18.95,0.14,0.11,1.92,70.95,19.87,36.28,2.16,1.4,0.12,0.64,123.29,99.3,438.9,8.9,²»Ñø³¦Î¸,0
348,¶¹É³Õ¨¸â,462.12,33.4,35.15,3.15,0.1,0,0,8.48,0,0.05,0.03,0.36,22.5,1.45,7.75,0.8,0.12,0.03,0.04,5.23,17.79,1.86,0.12,²»Ñø³¦Î¸,0
352,ÄÌÆ¤ËÖ,515.18,46.91,31.25,13.45,0.99,0,0,0,0,0,0,0,0,0.33,1.29,0.05,0,0,0.01,1.62,0.66,0.82,0.07,²»Ñø³¦Î¸,0
370,ËâÃçÀ°Èâ,391.28,3.52,38.19,8.67,0.31,89.17,10.97,5.48,126.48,0.01,0.01,0.09,87.23,26.84,19.98,5.53,2.52,0.07,0.07,318.78,184.92,561.77,16.88,²»Ñø³¦Î¸,0
470,Ô§ÑìÑ©»¨¾í,445.82,11.93,42.38,6.49,2.41,11.66,0.39,11.32,1.36,0.13,0.09,2.11,46.58,43.49,113.67,3.69,1.31,0.3,1.48,105.2,116.3,146.7,4.66,²»Ñø³¦Î¸,0
478,²£Á§Ó£ÌÒÈâ,550.39,23.69,49.22,3.18,0.05,39.56,0.19,3.41,2.12,0.05,0.06,0.58,50.18,4.62,14.45,1.63,0.61,0.07,0.37,67.61,34.93,265.44,5.41,²»Ñø³¦Î¸,0
488,Ôæ·½Èâ,460.04,14.57,41.99,6.78,0.8,7.99,1.93,0.58,3.07,0.07,0.05,1.78,74.45,23.83,16.71,1.43,1.21,0.07,0.14,224.13,79.93,336.27,2.63,²»Ñø³¦Î¸,0
570,Æ¬°×Èâ,518.23,1.57,53.17,8.5,0.09,11.17,0.24,3.2,16.72,0.08,0.05,2.13,91.6,22.94,13.32,1.64,1.47,0.06,0.1,206.51,96.82,513.57,3.52,²»Ñø³¦Î¸,0
576,ÏãÆ¤ËÉÈÊ,512.62,27.75,42.6,12.36,7.79,37.48,0,17.56,18.38,0.02,0.11,2.41,0,118.85,114.61,4.86,3.64,0.82,4.55,439.74,161.06,235.06,2.71,²»Ñø³¦Î¸,0
608,ºËÌÒÈâ,362.48,10.98,30.05,14.32,2.28,66.13,0.24,15.86,49.28,0.25,0.12,2.16,29.14,43.71,30,2.77,1.86,0.38,0.9,235.53,164.18,160.56,7.11,²»Ñø³¦Î¸,0
629,¿ÛÈâ,540.08,4.29,54.98,7.45,0.38,8.48,0.52,9.85,5.79,0.07,0.04,1.91,81.95,21.15,12.29,1.43,1.4,0.07,0.23,186.9,82.74,302.34,2.89,²»Ñø³¦Î¸,0
641,Õ¨´ó±âÍè×Ó,422.69,7,41.43,6.3,0.82,14.67,0.49,7.41,31.15,0.08,0.12,1.31,38.81,13.94,12.66,2.2,0.83,0.08,0.16,111.93,62.95,327.49,5.78,²»Ñø³¦Î¸,0
734,ÌÒÈÊÍÁË¾,341.92,24.22,25.43,5.45,1.4,5.09,9.61,12.64,13.89,0.05,0.05,0.7,1.74,28.41,29.76,1.38,0.6,0.24,0.56,186.44,71.39,435.03,1.41,²»Ñø³¦Î¸,0
736,ºúÌÒÈÊÌÇ,502,60.66,27.75,6.5,4.13,2.76,0.43,18.9,13.04,0.08,0.08,0.62,2.02,58.26,33.04,1.43,0.97,0.53,1.53,169.57,131.3,2.96,2.01,²»Ñø³¦Î¸,0
751,³´ËØ³¦,325.51,15.55,25,12.6,3.02,28.75,6.07,18.67,173.18,0.12,0.11,1.25,0,53.98,102.48,3.92,1.63,0.55,1.01,688.09,169.48,356.65,1.26,²»Ñø³¦Î¸,0
756,¶¹ËÖÌÇ,366.21,65.72,7.21,16.04,6.46,15.42,0.5,7.88,91.67,0.17,0.09,0.89,0,84.19,86.5,3.77,1.47,0.58,0.98,632.48,196.75,1.09,2.59,²»Ñø³¦Î¸,0
790,½´Ö­ÌÒÈÊ,563.64,24.23,49.7,12.63,7.74,4.5,0.8,35.63,27,0.12,0.13,0.92,0,107.67,49.76,2.63,1.89,0.96,2.84,327.38,243.6,640.68,4.29,²»Ñø³¦Î¸,0
818,´¨Î¶»Ø¹øÈâ,525.05,2.12,53.81,8.3,0.2,14.01,0.99,3.44,37.58,0.08,0.05,2.07,84.63,21.57,11.27,1.81,1.41,0.08,0.14,211.76,87.59,454.88,3.48,²»Ñø³¦Î¸,0
855,Á¹°èÈâÆ¤Ë¿,377.81,5.02,29.7,22.56,0.06,2.05,0.33,4.22,12.42,0,0.01,0.07,0,5.17,5.49,0.32,0.08,0.02,0.06,23.43,11.08,851.56,0.21,²»Ñø³¦Î¸,0
975,Ã·¸É²ËÉÕÈâ,462.71,7.95,45.6,9.48,4.33,31.9,0.15,0.04,145.22,0.07,0.1,2,83.98,57.75,244.65,7.02,1.54,0.11,1.6,317.54,93.49,810.76,3.24,²»Ñø³¦Î¸,0
1016,ÆûË®Èâ,550.24,0.43,56.97,9.04,0.05,11.53,0.27,0.05,11.27,0.09,0.04,2.33,105.21,17.47,7.1,1.04,1.57,0.05,0.05,211.25,93.82,532.81,3.63,²»Ñø³¦Î¸,0
1020,ÎäººÀ°Èâ,524.89,5.67,52.11,8.36,0.02,8.85,0,0.04,0.11,0.08,0.04,2.16,96.26,18.89,8.4,1.15,1.46,0.05,0.06,197.33,90.01,1239.22,3.34,²»Ñø³¦Î¸,0
1027,Ð¡Ã×ÄêÈâ,476.6,12.7,42.38,11.2,0.1,84.13,0,5.56,6.08,0.01,0.01,0.3,106.49,36.86,22.93,6.73,3.22,0.1,0.25,378.81,230.34,736.78,20.72,²»Ñø³¦Î¸,0
1233,Õ¨×ÏËÖÈâ,530.78,2.29,54.45,8.12,0.36,10.51,0.28,2.5,13.4,0.08,0.05,2.15,90.23,17.29,11.43,1.38,1.48,0.07,0.2,199.99,87.32,403.99,3.47,²»Ñø³¦Î¸,0
1341,Ð¡ÉÕÈâ,536.98,0.92,55.63,8.07,0.18,15.58,0.95,2.69,43.71,0.08,0.04,2.11,90.46,22.66,12.36,1.49,1.45,0.06,0.14,201.23,91.2,551.84,3.19,²»Ñø³¦Î¸,0
1369,ºú°ÇÈâ,533.31,5.17,53.67,7.68,0.24,12.02,0.33,0.4,13.57,0.08,0.04,2.01,93.03,19.41,9.96,1.33,1.36,0.05,0.2,195.87,86.32,485.53,3.1,²»Ñø³¦Î¸,0
1445,ÓÍÆÃÀ±×Ó,709.51,12.85,76.02,3.66,10.17,0,0,46.69,0,0.13,0.04,0.29,0,34.2,10.05,4.2,2.4,0.28,2.94,266.44,79.27,964.9,0.02,²»Ñø³¦Î¸,0
1495,¹øÌù»ðÍÈ,558.78,1.84,57.46,8.59,0.01,28.99,0.14,2.48,0.5,0.12,0.07,4.44,98.99,11.04,3.94,1.32,1.01,0.06,0.05,125.23,68.81,567.78,6.45,²»Ñø³¦Î¸,0
1510,Ïã¶¹ËÖ±ý,349.54,48.61,15.06,6.79,1.16,6.28,0.18,27.08,0,0.18,0.09,1.29,4.9,29.09,48.96,1.99,0.99,0.22,0.8,116.03,126.79,13.27,3.25,²»Ñø³¦Î¸,0
1563,¹ã¶«À°Èâ,544.79,3.57,54.58,8.63,0,9.25,0,0.05,0,0.08,0.04,2.23,100.83,16.73,7.03,1.01,1.5,0.05,0.03,200.27,90.22,833.28,3.45,²»Ñø³¦Î¸,0
1610,Õ¨ÅÅÈâ,467.88,10.79,43.71,7.77,0.12,57.22,3.17,3.5,59.29,0.07,0.08,1.24,62.75,11.4,22.53,1.1,1.03,0.07,0.08,138.13,67.68,205.42,5.24,²»Ñø³¦Î¸,0
1648,¶¹»ÆðŸ,474.01,36.26,33.77,8.5,1.83,12.64,0,5.46,55.11,0.14,0.06,1.08,13.17,34.24,41.02,2.39,1.15,0.34,0.77,334.6,116.74,122.6,2.92,²»Ñø³¦Î¸,0
1678,¸¯½´ÈâÆ¤,500.14,9.2,43.16,20.9,2.21,6.4,0.17,17.13,37.68,0.06,0.08,2.16,0,88.69,435.06,18.91,1.55,0.38,0.65,134.01,235.66,345.72,1.88,²»Ñø³¦Î¸,0
1704,Ö¾Ê¿Èâ,514.27,4.58,51.18,9.69,0.82,9.21,0.16,3.56,0.7,0.08,0.05,2,89.66,35.54,10.42,1.42,1.57,0.13,0.4,249.58,89.96,412.5,3.37,²»Ñø³¦Î¸,0
2079,ÂêµÂÁÕ,546.6,54.23,34.65,4.34,1.01,0,0.19,0,0,0,0.01,0.01,95.48,3.16,16.71,0.48,0.07,0.02,0.04,15.68,4.84,13.12,0.53,²»Ñø³¦Î¸,0
2166,×ÔÖÆÇà½´,334.46,5.5,33.76,6.3,3.29,207.28,2.68,4.72,1157.75,0.03,0.12,0.65,1.03,72.47,221.95,2.97,1.59,0.59,1.2,362.54,146.76,613.59,0.4,²»Ñø³¦Î¸,0
2213,ºì²èÇÉ¿ËÁ¦,490.14,28.32,39.86,5.65,0.77,1.19,0,0.34,0,0.01,0.01,0.13,24,0.84,6.84,0.12,0.07,0.08,0.01,22.62,34.32,4.51,0.34,²»Ñø³¦Î¸,0
2246,ºËÌÒÐ¡ËÖ±ý,501.6,40.43,34.97,9.16,4.03,26.51,0.27,12.9,8.06,0.07,0.08,0.39,50.92,44.12,46.45,1.64,0.86,0.38,1.33,135.11,106.52,23.02,3.16,²»Ñø³¦Î¸,0
2278,ÐÓÈÊµ°¸â,503.05,36.56,36.14,8.01,0,0,0,0,0,0.01,0.06,0.04,66.6,4.39,9.56,0.48,0.03,0.01,0.02,33.52,5.18,23.96,1.67,²»Ñø³¦Î¸,0
2349,Ïã²ÝÐÓÈÊ,536.03,32.41,40.01,17.55,9.43,0,0,0,0,0,0.01,0.01,0,0.97,3.43,0.15,0.01,0.01,0.02,5.2,1.83,107.54,0.24,²»Ñø³¦Î¸,0
2376,ÍßÆ¬¿¾Èé±ý,376.67,1.39,32.93,19.04,0,0,0,2.61,0,0,0,0,6.96,0.11,1.96,0.18,0.02,0.01,0,0.33,0.11,0.55,0,²»Ñø³¦Î¸,0
1666,Àõ×ÓìËÈâ,391.82,17.65,33.12,6.53,0.72,20.69,10.01,2.1,87.48,0.1,0.1,1.57,56.95,35.19,13.55,1.3,1.07,0.19,0.68,299.56,91.62,413.3,2.34,²»Ñø³¦Î¸,0
1305,ºìÓÍ¶úË¿,393.47,44.43,24,12.33,12.34,31.58,1.86,15.98,22.35,0.12,0.45,6.53,0,86.4,51.77,7.98,3.4,0.73,2.74,288.65,185.25,235.52,5.53,²»Ñø³¦Î¸,0
378,½¹ÏãÀ±½·,271.2,39.91,19.82,12.52,29.22,0,0,13.51,0,0.37,0.13,0.99,0,115.54,17.67,5.37,5.98,0.52,8.43,822.86,224.53,2613.37,0.47,²»Ñø³¦Î¸,0
713,ÉÏº£ÌÇ´×Ð¡ÅÅ¹Ç,434.3,4.24,43.25,7.05,0.01,7.33,0,0.04,0,0.07,0.03,1.85,79.89,17.54,7.46,1.2,1.26,0.04,0.14,178.12,79.49,246.67,2.82,²»Ñø³¦Î¸,0
1811,Ëá²Ë½ð¶¹±ô,274.87,19.11,17.3,19.04,8.39,26.14,1.07,10.75,141.55,0.23,0.12,1.33,8.19,112.86,119.63,4.93,1.9,0.73,1.23,833.14,259.45,460.51,3.73,²»Ñø³¦Î¸,0
1590,ÀóÆÖ¿ÛÈâ,359.48,9.6,33.47,5.3,0.55,15.87,2.53,3.88,69.15,0.06,0.04,1.33,45.84,18.95,22.24,1.35,0.97,0.2,0.21,252.1,68.64,100.13,2.31,²»Ñø³¦Î¸,0
1382,ÎåÈÊÏºÍÐ,328.66,19.99,23.48,11.4,2.11,6.42,2.18,13.56,5.56,0.19,0.1,1.68,10.07,71.19,31.4,1.56,0.99,0.41,1.47,187.49,100.86,229.85,2.46,²»Ñø³¦Î¸,0
1749,¶¬²Ë¿ÛÈâ,433.67,6.5,42.4,7.16,0.63,10.29,0.05,0.32,15.95,0.07,0.06,1.89,74.6,18.88,37.93,3.38,1.35,0.07,0.24,252.61,88.4,1887.38,3.12,²»Ñø³¦Î¸,0
